"Publication Date","Publication Year","Journal","Research Article' or 'non-Research Article'?","Article Title","Days Old","Total Citations","Total Citations Per Day","Citations CrossRef Per Day","Citations PubMed Per Day","Citations Scopus Per Day","HTML Page Views Per Day","XML Downloads Per Day","PDF Downloads Per Day","Combined Downloads Per Day","Blog Postgenomic Per Day","Blog Nature Per Day","Blog Bloglines Per Day","Number of Trackbacks Per Day","Social Bookmarking – CiteULike Per Day","Social Bookmarking – Connotea Per Day","Number of Ratings Per Day",,"Number of Note threads Per Day","Number of replies to Notes Per Day","Number of Comment threads Per Day","Number of 'Star Ratings' that also include a text comment Per Day"
02/17/04,2004,"PLoS Biology","RA","Learning-Induced Improvement in Encoding and Decoding of Specific Movement Directions by Neurons in the Primary Motor Cortex",2072,24,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.01
02/17/04,2004,"PLoS Biology","non RA","What Causes Stuttering?",2072,19,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.01
02/17/04,2004,"PLoS Biology","non RA","Dissecting the Urge to Create",2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
02/17/04,2004,"PLoS Biology","non RA","Quality Information for Improved Health",2072,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
02/17/04,2004,"PLoS Biology","RA","Design and Diversity in Bacterial Chemotaxis: A Comparative Study in Escherichia coli and Bacillus subtilis",2072,59,0.03,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.03
03/16/04,2004,"PLoS Biology","RA","A Spontaneous, Recurrent Mutation in Divalent Metal Transporter-1 Exposes a Calcium Entry Pathway",2044,34,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.02
02/17/04,2004,"PLoS Biology","non RA","Mutation Rates and Gene Location: Some Like It Hot",2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
02/17/04,2004,"PLoS Biology","non RA","A New Trade Framework for Global Healthcare R&amp;D",2072,29,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.01
02/17/04,2004,"PLoS Biology","non RA","New Antibiotics?Resistance Is Futile",2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
02/17/04,2004,"PLoS Biology","non RA","World on Fire",2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
03/16/04,2004,"PLoS Biology","RA","Preferential Duplication of Conserved Proteins in Eukaryotic Genomes",2044,78,0.04,0,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.04
02/17/04,2004,"PLoS Biology","non RA","Engineering Bacteria to Make ?Unnatural? Natural Drugs",2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
03/16/04,2004,"PLoS Biology","RA","No Evidence of Neandertal mtDNA Contribution to Early Modern Humans",2044,146,0.07,0.02,0.01,0.04,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.07
02/17/04,2004,"PLoS Biology","non RA","Activating p53 in Cancer Cells with Protein Therapy Shows Preclinical Promise",2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
02/17/04,2004,"PLoS Biology","non RA","A New Breast Cancer Model",2072,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
02/17/04,2004,"PLoS Biology","non RA","When Monkeys Learn Directional Tasks, Neurons Learn Too",2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
02/17/04,2004,"PLoS Biology","non RA","Diverse Signals Establish the Left-Right Body Axis",2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
02/17/04,2004,"PLoS Biology","non RA","Learning to Discern Images Modifies Neural Activity",2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
02/17/04,2004,"PLoS Biology","non RA","PLoS Medicine",2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
03/16/04,2004,"PLoS Biology","non RA","Taste Perception: Cracking the Code",2044,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
03/16/04,2004,"PLoS Biology","RA","Interaction Networks in Yeast Define and Enumerate the Signaling Steps of the Vertebrate Aryl Hydrocarbon Receptor",2044,18,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.01
02/17/04,2004,"PLoS Biology","non RA","Comparing the Networks that Power Bacterial Chemotaxis",2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
03/16/04,2004,"PLoS Biology","non RA","The DNA Story, Part III",2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
03/16/04,2004,"PLoS Biology","non RA","Endosymbiosis: Lessons in Conflict Resolution",2044,30,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.01
03/16/04,2004,"PLoS Biology","RA","Phylogenomics of the Reproductive Parasite Wolbachia pipientis wMel: A Streamlined Genome Overrun by Mobile Genetic Elements",2044,269,0.13,0.03,0.03,0.08,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.13
03/16/04,2004,"PLoS Biology","non RA","A Single Mutation Transforms an Iron Transporter into an Ion Channel",2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
03/16/04,2004,"PLoS Biology","non RA","Evolution for the Next Generation",2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
03/16/04,2004,"PLoS Biology","non RA","NCEAS: Promoting Creative Collaborations",2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
03/16/04,2004,"PLoS Biology","non RA","Protein Nanomachines",2044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
01/20/04,2004,"PLoS Biology","non RA","A DNA-Binding Protein Helps Repair Breaks in DNA Double Helix",2100,12,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.01
03/16/04,2004,"PLoS Biology","RA","Circulation and Chemotaxis of Fetal Hematopoietic Stem Cells",2044,56,0.03,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.03
03/16/04,2004,"PLoS Biology","non RA","Genome Sequence of the Intracellular Bacterium Wolbachia",2044,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
03/16/04,2004,"PLoS Biology","RA","Perceptual ?Read-Out? of Conjoined Direction and Disparity Maps in Extrastriate Area MT",2044,26,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.01
03/16/04,2004,"PLoS Biology","RA","N-Terminal Phosphorylation of the Dopamine Transporter Is Required for Amphetamine-Induced Efflux",2044,82,0.04,0.01,0,0.03,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.04
03/16/04,2004,"PLoS Biology","RA","Extensive Association of Functionally and Cytotopically Related mRNAs with Puf Family RNA-Binding Proteins in Yeast",2044,212,0.1,0.02,0.02,0.07,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.1
03/16/04,2004,"PLoS Biology","non RA","Neandertals Likely Kept Their Genes to Themselves",2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
04/13/04,2004,"PLoS Biology","RA","Segmentally Variable Genes:A New Perspective on Adaptation",2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
03/16/04,2004,"PLoS Biology","non RA","mRNA Targets of RNA-Binding Proteins Suggest an Extensive System for Post-Transcriptional Regulation",2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
03/16/04,2004,"PLoS Biology","non RA","Tracking Blood-Forming Stem Cells through Development",2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
03/16/04,2004,"PLoS Biology","non RA","Conserved Genes Preferentially Duplicated in Evolution",2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
03/16/04,2004,"PLoS Biology","non RA","A Holistic Approach to Evaluating Cellular Communication Pathways",2044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
03/23/04,2004,"PLoS Biology","RA","Dissection and Design of Yeast Prions",2037,81,0.04,0.01,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.04
03/16/04,2004,"PLoS Biology","non RA","A Mechanism for Amphetamine-Induced Dopamine Overload",2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
03/16/04,2004,"PLoS Biology","non RA","Microstimulation of Neurons Distinguishes Neural Contribution to Perception",2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
03/16/04,2004,"PLoS Biology","RA","Corrections: The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway",2044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
04/13/04,2004,"PLoS Biology","RA","Mimotopes for Alloreactive and Conventional T Cells in a Peptide?MHC Display Library",2016,30,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.01
04/13/04,2004,"PLoS Biology","RA","Activation of Arp2/3 Complex: Addition of the First Subunit of the New Filament by a WASP Protein Triggers Rapid ATP Hydrolysis on Arp2",2016,40,0.02,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.02
05/11/04,2004,"PLoS Biology","RA","Neural Induction in Xenopus: Requirement for Ectodermal and Endomesodermal Signals via Chordin, Noggin, ?-Catenin, and Cerberus",1988,73,0.04,0.01,0,0.03,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.04
03/23/04,2004,"PLoS Biology","non RA","Artificial Prions Created from Portable Control Elements",2037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
04/13/04,2004,"PLoS Biology","non RA","?Mosaic? Genes Highlight Forces of Genome Diversity and Adaptation",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
02/10/04,2004,"PLoS Biology","RA","A Nuclear Function for Armadillo/?-Catenin",2079,53,0.03,0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.03
04/13/04,2004,"PLoS Biology","RA","Calcium Dynamics of Cortical Astrocytic Networks In Vivo",2016,108,0.05,0.01,0,0.04,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.05
04/13/04,2004,"PLoS Biology","RA","Neural Activity When People Solve Verbal Problems with Insight",2016,100,0.05,0.01,0,0.04,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.05
02/24/04,2004,"PLoS Biology","RA","Sequence-Specific Inhibition of Small RNA Function",2065,303,0.15,0.04,0.02,0.09,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.15
04/13/04,2004,"PLoS Biology","non RA","Avoiding URL Reference Degradation in Scientific Publications",2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
04/13/04,2004,"PLoS Biology","non RA","The Cytoskeleton In Vivo",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
04/13/04,2004,"PLoS Biology","non RA","Peace Lessons from an Unlikely Source",2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
02/10/04,2004,"PLoS Biology","non RA","Wnt Signaling Relies on Nuclear Armadillo",2079,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
04/13/04,2004,"PLoS Biology","non RA","A Mechanism for Adding the First Link in a Nascent Actin Filament Chain",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
02/24/04,2004,"PLoS Biology","RA","Genetic and Functional Diversification of Small RNA Pathways in Plants",2065,620,0.3,0.07,0.05,0.18,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.3
04/13/04,2004,"PLoS Biology","non RA","Who Pays for Open Access?",2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
04/13/04,2004,"PLoS Biology","RA","A Pacific Culture among Wild Baboons: Its Emergence and Transmission",2016,34,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.02
02/24/04,2004,"PLoS Biology","non RA","Small RNA Pathways in Plants",2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
04/13/04,2004,"PLoS Biology","RA","Semi-Supervised Methods to Predict Patient Survival from Gene Expression Data",2016,137,0.07,0.01,0.01,0.05,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.07
03/30/04,2004,"PLoS Biology","RA","The Genetic Architecture of Parallel Armor Plate Reduction in Threespine Sticklebacks",2030,133,0.07,0.02,0,0.04,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.07
05/11/04,2004,"PLoS Biology","RA","Mre11 Assembles Linear DNA Fragments into DNA Damage Signaling Complexes",1988,95,0.05,0.01,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.05
04/13/04,2004,"PLoS Biology","non RA","Neural Basis of Solving Problems with Insight",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
04/13/04,2004,"PLoS Biology","non RA","When Food Kills",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
04/13/04,2004,"PLoS Biology","non RA","Troubled Waters: The Future of Global Fisheries",2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
02/24/04,2004,"PLoS Biology","non RA","Exploring Small RNA Function",2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
04/13/04,2004,"PLoS Biology","non RA","A Window into the Brain Demonstrates the Importance of Astrocytes",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
03/05/04,2004,"PLoS Biology","non RA","Reason as Our Guide",2055,27,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.01
04/13/04,2004,"PLoS Biology","non RA","Phage Display Libraries Identify T Cells",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
04/13/04,2004,"PLoS Biology","non RA","Predicting Cancer Patient Survival with Gene Expression Data",2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
04/13/04,2004,"PLoS Biology","non RA","Evaluating Disease Trends in Marine Ecosystems",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
04/13/04,2004,"PLoS Biology","RA","The Elusive Baseline of Marine Disease: Are Diseases in Ocean Ecosystems Increasing?",2016,72,0.04,0.01,0,0.03,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.04
04/13/04,2004,"PLoS Biology","non RA","Chronic Wasting Disease?Prion Disease in the Wild",2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
04/13/04,2004,"PLoS Biology","non RA","A Wee Lesson in Science Communication",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
06/15/04,2004,"PLoS Biology","RA","Topology and Robustness in the Drosophila Segment Polarity Network",1953,87,0.04,0.01,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.04
04/13/04,2004,"PLoS Biology","non RA","Emergence of a Peaceful Culture in Wild Baboons",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
04/13/04,2004,"PLoS Biology","non RA","Yeast Prions: Protein Aggregation Is Not Enough",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
03/23/04,2004,"PLoS Biology","RA","Accelerated Evolution of the ASPM Gene Controlling Brain Size Begins Prior to Human Brain Expansion",2037,100,0.05,0.01,0,0.03,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.05
05/11/04,2004,"PLoS Biology","non RA","Organizing the Vertebrate Embryo?A Balance of Induction and Competence",1988,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
05/11/04,2004,"PLoS Biology","RA","Ras and Gpa2 Mediate One Branch of a Redundant Glucose Signaling Pathway in Yeast",1988,65,0.03,0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.03
05/11/04,2004,"PLoS Biology","RA","Early Myocardial Function Affects Endocardial Cushion Development in Zebrafish",1988,57,0.03,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.03
05/11/04,2004,"PLoS Biology","RA","Pax7 Is Necessary and Sufficient for the Myogenic Specification of CD45+:Sca1+ Stem Cells from Injured Muscle",1988,73,0.04,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.04
03/23/04,2004,"PLoS Biology","RA","A Protein Complex Containing the Conserved Swi2/Snf2-Related ATPase Swr1p Deposits Histone Variant H2A.Z into Euchromatin",2037,310,0.15,0.03,0.03,0.1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.15
05/11/04,2004,"PLoS Biology","RA","A Neutral Model of Transcriptome Evolution",1988,173,0.09,0.02,0.02,0.05,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.09
05/11/04,2004,"PLoS Biology","non RA","Planting the Seeds of a New Paradigm",1988,39,0.02,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.02
03/23/04,2004,"PLoS Biology","non RA","Evolutionary History of a Gene Controlling Brain Size",2037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
05/11/04,2004,"PLoS Biology","non RA","A Gene That Directs the Regeneration of Injured Muscle from Adult Stem Cells",1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
03/23/04,2004,"PLoS Biology","non RA","Depositing a Histone That Protects Active Chromosomal Regions from Silencing",2037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
04/27/04,2004,"PLoS Biology","RA","Noise Minimization in Eukaryotic Gene Expression",2002,143,0.07,0.02,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.07
05/11/04,2004,"PLoS Biology","non RA","A Role for Early Cardiac Function in Cardiac Morphogenesis",1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
05/11/04,2004,"PLoS Biology","RA","Many Ribosomal Protein Genes Are Cancer Genes in Zebrafish",1988,164,0.08,0.02,0.01,0.05,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.08
05/11/04,2004,"PLoS Biology","non RA","Learning to Change",1988,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
06/15/04,2004,"PLoS Biology","RA","Ecology Drives the Worldwide Distribution of Human Diseases",1953,66,0.03,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.03
06/15/04,2004,"PLoS Biology","RA","Functional Divergence Caused by Ancient Positive Selection of a Drosophila Hybrid Incompatibility Locus",1953,51,0.03,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.03
05/11/04,2004,"PLoS Biology","non RA","Single Locus Controls Majority of Armor Evolution in Two Populations of Sticklebacks",1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
05/11/04,2004,"PLoS Biology","non RA","The Mre11 Protein Is Necessary for DNA Damage Response",1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
05/11/04,2004,"PLoS Biology","non RA","Open Access: A PLoS for Education",1988,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
05/11/04,2004,"PLoS Biology","non RA","The Human Sense of Smell: Are We Better Than We Think?",1988,60,0.03,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.03
05/11/04,2004,"PLoS Biology","non RA","Niche Markets",1988,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
05/11/04,2004,"PLoS Biology","non RA","Small Fish, Big Science",1988,20,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.01
05/11/04,2004,"PLoS Biology","non RA","Neural Induction without Mesoderm in Xenopus",1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
06/15/04,2004,"PLoS Biology","non RA","fMRI Beyond the Clinic: Will It Ever Be Ready for Prime Time?",1953,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
05/11/04,2004,"PLoS Biology","non RA","Dissecting the Complexities of Glucose Signaling in Yeast",1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
06/15/04,2004,"PLoS Biology","RA","Plasticity of DNA Replication Initiation in Epstein-Barr Virus Episomes",1953,33,0.02,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.02
06/15/04,2004,"PLoS Biology","RA","A Specific Interface between Integrin Transmembrane Helices and Affinity for Ligand",1953,89,0.05,0.01,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.05
05/11/04,2004,"PLoS Biology","non RA","Random Processes Underlie Most Evolutionary Changes in Gene Expression",1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
06/15/04,2004,"PLoS Biology","RA","Absence of the TAP2 Human Recombination Hotspot in Chimpanzees",1953,97,0.05,0.01,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.05
05/11/04,2004,"PLoS Biology","non RA","Open Access and Scientific Societies",1988,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
06/15/04,2004,"PLoS Biology","non RA","Virtual Labs: E-Learning for Tomorrow",1953,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
07/13/04,2004,"PLoS Biology","RA","Subcellular Localization of Frizzled Receptors, Mediated by Their Cytoplasmic Tails, Regulates Signaling Pathway Specificity",1925,49,0.03,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.03
05/11/04,2004,"PLoS Biology","non RA","Defects in Ribosomal Protein Genes Cause Cancer in Zebrafish",1988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
06/15/04,2004,"PLoS Biology","RA","Integrative Analysis of the Mitochondrial Proteome in Yeast",1953,119,0.06,0.01,0.01,0.04,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.06
05/11/04,2004,"PLoS Biology","non RA","The European Research Council?A European Renaissance",1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
04/20/04,2004,"PLoS Biology","RA","Integrative Annotation of 21,037 Human Genes Validated by Full-Length cDNA Clones",2009,254,0.13,0.02,0.03,0.08,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.13
06/15/04,2004,"PLoS Biology","RA","Functional Fluorescent Ca2+ Indicator Proteins in Transgenic Mice under TET Control",1953,128,0.07,0.01,0.01,0.04,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.07
06/15/04,2004,"PLoS Biology","non RA","A Calculus of Purpose",1953,18,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.01
06/15/04,2004,"PLoS Biology","non RA","A Gene Responsible for Hybrid Incompatibility in Drosophila",1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
04/20/04,2004,"PLoS Biology","non RA","Annotation Marathon Validates 21,037 Human Genes",2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
06/15/04,2004,"PLoS Biology","RA","?-Actinin-4-Mediated FSGS: An Inherited Kidney Disease Caused by an Aggregated and Rapidly Degraded Cytoskeletal Protein",1953,65,0.03,0.01,0,0.03,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.03
06/15/04,2004,"PLoS Biology","non RA","Information Transport across a Membrane",1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
06/15/04,2004,"PLoS Biology","non RA","Integrin Bidirectional Signaling: A Molecular View",1953,35,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.02
06/15/04,2004,"PLoS Biology","non RA","Ethics as Our Guide",1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
07/13/04,2004,"PLoS Biology","RA","A Chromosomal Memory Triggered by Xist Regulates Histone Methylation in X Inactivation",1925,144,0.07,0.02,0.01,0.04,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.07
06/15/04,2004,"PLoS Biology","non RA","Choices: The Science of Bela Julesz",1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
06/22/04,2004,"PLoS Biology","RA","DNA Display I. Sequence-Encoded Routing of DNA Populations",1946,40,0.02,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.02
06/22/04,2004,"PLoS Biology","RA","DNA Display II. Genetic Manipulation of Combinatorial Chemistry Libraries for Small-Molecule Evolution",1946,41,0.02,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.02
06/22/04,2004,"PLoS Biology","RA","DNA Display III. Solid-Phase Organic Synthesis on Unprotected DNA",1946,29,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.01
06/15/04,2004,"PLoS Biology","RA","Electroencephalographic Brain Dynamics Following Manually Responded Visual Targets",1953,73,0.04,0.01,0,0.03,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.04
06/15/04,2004,"PLoS Biology","non RA","Scientists and Bioethics Councils",1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
07/13/04,2004,"PLoS Biology","RA","Hairy Transcriptional Repression Targets and Cofactor Recruitment in Drosophila",1925,55,0.03,0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.03
07/13/04,2004,"PLoS Biology","RA","Activation-Induced Cytidine Deaminase Initiates Immunoglobulin Gene Conversion and Hypermutation by a Common Intermediate",1925,55,0.03,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.03
06/15/04,2004,"PLoS Biology","non RA","Deconstructing Brain Waves: Background, Cue, and Response",1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
06/15/04,2004,"PLoS Biology","non RA","Beyond Therapy ?",1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
06/15/04,2004,"PLoS Biology","non RA","A Voice for Research, a Voice for Patients",1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
06/15/04,2004,"PLoS Biology","non RA","Everything You Always Wanted to Know about Sexes",1953,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
06/15/04,2004,"PLoS Biology","non RA","Initiation of DNA Replication: The Genomic Context",1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
06/15/04,2004,"PLoS Biology","non RA","Computation Approach Shows Robustness of the Striped Pattern of Fruitfly Embryos",1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
06/15/04,2004,"PLoS Biology","non RA","Ecology Drives the Global Distribution of Human Diseases",1953,42,0.02,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.02
